"model","site","rmse_base","rmse_corr","improvement_pct"
"RF","harod2_air",2.07625432444281,1.17664655007591,43.3283997907297
"LSTM_2h","harod2_air",2.07625432444281,1.20682156967393,41.8750605132251
"RF","harod2_sun",9.13990350687216,3.85539758883811,57.8179617986197
"LSTM_2h","harod2_sun",9.13990350687216,3.44159663707302,62.3453723063342
"RF","harod2_shd",10.5377955147946,2.05534976542055,80.495448383536
"LSTM_2h","harod2_shd",10.5377955147946,1.81298755617833,82.7953811247051
