"time","shade_temp","microhabitat","site_id","Location","lat","long"
"2020-01-01 20:00:00",12.9951718328217,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-01 21:00:00",12.873953439053,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-01 22:00:00",12.9240945937237,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-01 23:00:00",13.1108274584087,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-02",13.274943820226,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-02 01:00:00",13.0418272286782,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-02 02:00:00",12.6940760889145,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-02 03:00:00",12.4524367574546,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-02 04:00:00",12.2271132826314,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-02 05:00:00",12.0742750002217,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-02 06:00:00",12.5267023948565,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-02 07:00:00",13.3303250129563,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-02 08:00:00",14.3072554924069,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-02 09:00:00",14.7894945995025,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-02 10:00:00",13.9556932605074,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-02 11:00:00",13.4307645373703,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-02 12:00:00",13.5083254242419,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-02 13:00:00",13.5367581955151,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-02 14:00:00",13.2022512707968,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-02 15:00:00",12.8534776535212,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-02 16:00:00",12.3839326998548,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-02 17:00:00",12.2892686002593,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-02 18:00:00",12.486262716794,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-02 19:00:00",12.6170562916992,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-02 20:00:00",12.6925136070704,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-02 21:00:00",12.723863215033,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-02 22:00:00",12.4208727310531,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-02 23:00:00",11.964588850464,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-03",12.0329122038419,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-03 01:00:00",11.3136124183628,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-03 02:00:00",10.6038839045991,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-03 03:00:00",10.0856742978199,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-03 04:00:00",9.98646967763253,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-03 05:00:00",9.77885662623772,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-03 06:00:00",9.70950712526071,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-03 07:00:00",10.1383389809291,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-03 08:00:00",10.8063565979585,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-03 09:00:00",11.4851733846445,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-03 10:00:00",12.0264767083387,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-03 11:00:00",12.2030109035731,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
"2020-01-03 12:00:00",12.0260095422272,"shade","Rock_S_T_1_W","Tzeelim",31.351333,35.353056
