"model","site","rmse_base","rmse_corr","improvement_pct"
"RF","Rock_S_T_2_W",7.94058109742718,0.285862097589172,96.3999851637836
"LSTM_2h","Rock_S_T_2_W",7.94058109742718,2.12403182996588,73.2509270555264
"RF","Bush_S_T_2_W",7.16222670782261,1.20685670486993,83.1496997497748
"LSTM_2h","Bush_S_T_2_W",7.16222670782261,2.44675898288049,65.8380126363756
